GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR360I060-085S365X,,PROGRESSIVE FORK SPRING,BENELLI\TRK 502 '17-18,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR360I082-105S300X,,PROGRESSIVE FORK SPRING,KAW\ZZR 1100 93>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR360J090-140S345X,,PROGRESSIVE FORK SPRING,HO\X-ADV 750 '17>,NEW ECR0001409,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR362J082-128S295X,,PROGRESSIVE FORK SPRING,YAM\MT09 '13-16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I055-085S655X,,PROGRESSIVE FORK SPRING,HO\XRV 650 AFRICA TWIN '88-90,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I055-090S655X,,PROGRESSIVE FORK SPRING,HO\CB 1300 X4 (SC38) '97-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I066-120S387X,,PROGRESSIVE FORK SPRING,HO\CB 1000SF/SC30 (STEREO)'93>/ SUZ\GSF 1200 BANDIT/GV75A 95>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I070-095S460X,,PROGRESSIVE FORK SPRING,SUZ\DL 650 V-STROM '17>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I085-095S245X,,PROGRESSIVE FORK SPRING,HO\CB 600 F/SF '07-08,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365I085-105S530X,,PROGRESSIVE FORK SPRING,YAM\XVZ 1300 A ROYAL STAR/TOUR '96-00,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365J085-120S305X,,PROGRESSIVE FORK SPRING,YAM\MT 09 TRACER ‘16>/FJ 09 '16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365J090-120S305X,,PROGRESSIVE FORK SPRING,YAM\MT 09 TRACER ‘16>/FJ 09 '16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR365L056-080S308X,,PROGRESSIVE FORK SPRING,YAM\MT 09 TRACER ‘16>/FJ 09 '16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I043-051S510X,,PROGRESSIVE FORK SPRING,KAW\KLX 250 '93-98,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I050-075S650X,,PROGRESSIVE FORK SPRING,TRI\TIGER 900 '93-98,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I060-090S470X,,PROGRESSIVE FORK SPRING,TRI\SPRINT 900 '92-98/TROPHY 900 '92-01/TROPHY 1200 '93-95/TROPHY 1200 '96-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I065-095S410X,,PROGRESSIVE FORK SPRING,HO\X-4 '97-99,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I065-110S525X,,PROGRESSIVE FORK SPRING,TRI\TIGER 900I '99-00/YAM\FZR 1000 GENESIS EXUP '89-90,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I066-111S375X,,PROGRESSIVE FORK SPRING,SUZ\GSXR 750 88  (Y 88>89<),,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I070-100S290X,,PROGRESSIVE FORK SPRING,TL 1000S 97>   (AG) 97>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I070-105S435X,,PROGRESSIVE FORK SPRING,HO\X4 CB 1300 DC (SC38) '00-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I075-095S335X,,PROGRESSIVE FORK SPRING,HO\CBR 600 F '99-00 /VFR 800 F '02-13,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I077-165S330X,,PROGRESSIVE FORK SPRING,SUZ\ RF 900 R/RS2 (GT73B) 1994-1997,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR370I080-095S390X,,PROGRESSIVE FORK SPRING,BIM\BB1,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I063-123S415X,,PROGRESSIVE FORK SPRING,HO\VFR 750 86-87,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I070-090S360X,,PROGRESSIVE FORK SPRING,DUC\ST 2 '97-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I075-120S320X,,PROGRESSIVE FORK SPRING,APR\RST 1000 Futura '01,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I078-129S457X,,PROGRESSIVE FORK SPRING,BMW\ F800GT '13-19,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I085-095S285X,,PROGRESSIVE FORK SPRING,HO\CBR 600 F '01-07,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375I088-125S458X,,PROGRESSIVE FORK SPRING,BMW\F 800 GT '18,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375L080-100S255X,,PROGRESSIVE FORK SPRING,HO\CBR 1100 XX BLACKBIRD (SC35) '97-07,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375S075-120S320X,,PROGRESSIVE FORK SPRING,SUZ\GSXR 1100 95> (GU75L),,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR375S078-120S300X,,PROGRESSIVE FORK SPRING,KAW\ZXR 750 43mm UPSD 91-92<,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR380I070-100S280X,,PROGRESSIVE FORK SPRING,SUZ\GSX-R 750 '94-95,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR380I085-100S250X,,PROGRESSIVE FORK SPRING,SUZ\GSX-R 750 '00-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR380I095-115S270X,,PROGRESSIVE FORK SPRING,HO\ST 1300 PAN EUROPEAN '02-16 /VTX 1300 '03-07,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I070-100S265X,,PROGRESSIVE FORK SPRING,SUZ\GSX-R 750 '96-99,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I085-105S283X,,PROGRESSIVE FORK SPRING,DUC\748/916 STRADA/BIPOSLO 94>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I086-132S305X,,PROGRESSIVE FORK SPRING,APR\ SHIVER GT 750 '09-13,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I090-110S295X,,PROGRESSIVE FORK SPRING,APR\RSV1000MILLE'98-00/RSV1000R'01-04/SHIVERGT750'07-09/SHIVER750SL'07-09,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I090-110S400X,,PROGRESSIVE FORK SPRING,HD\VRSCF MUSCLEO 1250 '09-16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385I095-110S255X,,PROGRESSIVE FORK SPRING,HO\CB 1000 R '08-16,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR385J090-110S280X,,PROGRESSIVE FORK SPRING,HD\STREET ROD 1130 '06-12,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR390I080-120S390X,,PROGRESSIVE FORK SPRING,HO\CB 1300 F SUPER FOUR '98-02,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR395I080-125S312X,,PROGRESSIVE FORK SPRING,HO\CBR 900RR / SC28FB 92-93<,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR400I075-120S360X,,PROGRESSIVE FORK SPRING,SUZ\GSX-R 600 '97-00,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR400I077-092S320X,,PROGRESSIVE FORK SPRING,HO\GL 1500 VALKERIE '99>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR400I080-100S250X,,PROGRESSIVE FORK SPRING,SUZ\GSX-R 600 '01-03,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR400S075-119S348X,,PROGRESSIVE FORK SPRING,HO\CBR 900RR 94<,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR420S070-100S282X,,PROGRESSIVE FORK SPRING,YAM\ YZF 1000 THUNDERACE 96>,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR430I090-140S550X,,PROGRESSIVE FORK SPRING,HD\FLHX 1690 Touring '11-14,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR430J090-110S290X,,PROGRESSIVE FORK SPRING,HD\V-ROD 1130  '02-06,,,6114,FG-FORK-SP,PAIR
FORK SPRING,SPRING FORK,FORK,PROGRESSIVE,FORK SPRING,FORK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,PR430J090-110S345X,,PROGRESSIVE FORK SPRING,HD\VRSCDX NIGHT ROD 1250 '07-16,,,6114,FG-FORK-SP,PAIR
FRONT FORK,FRONT FORK,GAS,CONVENTIONAL,FULL RACING FORK,FULL RACING FORK,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,KG308-770TRW-01-888,888,FRONT FORK GAS CONVENTIONAL FULL RACING FORK,KAW\ZRX 1100 '97-01/ZRX 1200 '01-06 (43 x 770),ยังไม่สรุป ROUTE-MASS,SETUP DATA ตาม DWG./ยืม ROUTE RACING  5100 NO ROUTE MASS /ยังไม่สรุป,6124,FG-FRONT,PAIR
FRONT FORK,FRONT FORK,GAS,CONVENTIONAL,FULL RACING FORK,FULL RACING FORK,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,KG308-800TRW-01-888,888,FRONT FORK GAS CONVENTIONAL FULL RACING FORK H.30,KAW\ZRX 1100 '97-01/ZRX 1200 '01-06 (43 x 800),ยังไม่สรุป ROUTE-MASS,SETUP DATA ตาม DWG./ยืม ROUTE RACING  5100 NO ROUTE MASS /ยังไม่สรุป,6124,FG-FRONT,PAIR
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,40A16S220A5X,5,MONO LINEAR SHOCK SPRING,40-16-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,40A16S220A8-8X,8-8,MONO LINEAR SHOCK SPRING,40-16-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,4646L300-350S120A5X,5,MONO LINEAR SHOCK SPRING,46-50-46-300-350-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,4646L45-70S280A5X,5,MONO LINEAR SHOCK SPRING,46-50-46-45-70-280,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,4646L45-70S280A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-50-46-45-70-280,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,4646L65-100S280A5X,5,MONO LINEAR SHOCK SPRING,46-50-46-65-100-280,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S130A5X,5,MONO LINEAR SHOCK SPRING,46-100-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S150B5X,5,MONO LINEAR SHOCK SPRING,46-100-150,ECR001910 หมดยกเลิก ปรับ BOM 160920,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S150B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-100-150,ECR001910 หมดยกเลิก/วางแผนแจ้งปรับ BOM 07-10-20,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S150C5X,5,MONO LINEAR SHOCK SPRING,46-100-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S200B5X,5,MONO LINEAR SHOCK SPRING,46-100-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S200B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-100-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A100S220A5X,5,MONO LINEAR SHOCK SPRING,46-100-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A110S150A5X,5,MONO LINEAR SHOCK SPRING,46-110-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A110S185A5X,5,MONO LINEAR SHOCK SPRING,46-110-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A110S200A5X,5,MONO LINEAR SHOCK SPRING,46-110-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S130B5X,5,MONO LINEAR SHOCK SPRING,46-115-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S130B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-115-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S150A5X,5,MONO LINEAR SHOCK SPRING,46-115-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S150A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-115-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S175A5X,5,MONO LINEAR SHOCK SPRING,46-115-175,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S220B5X,5,MONO LINEAR SHOCK SPRING,46-115-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A115S220B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-115-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A120S120B5X,5,MONO LINEAR SHOCK SPRING,46-120-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A120S150A5X,5,MONO LINEAR SHOCK SPRING,46-120-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A120S200A5X,5,MONO LINEAR SHOCK SPRING,46-120-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A130S110B5X,5,MONO LINEAR SHOCK SPRING,46-130-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A130S110B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-130-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A130S140B5X,5,MONO LINEAR SHOCK SPRING,46-130-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A130S150A5X,5,MONO LINEAR SHOCK SPRING,46-130-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A130S185A5X,5,MONO LINEAR SHOCK SPRING,46-130-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A135S150B5X,5,MONO LINEAR SHOCK SPRING,46-135-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A135S150B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-135-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A140S140A8X,8,MONO LINEAR SHOCK SPRING,46-140-140,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A140S140B5X,5,MONO LINEAR SHOCK SPRING,46-140-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A140S150A5X,5,MONO LINEAR SHOCK SPRING,46-140-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A150S140B5X,5,MONO LINEAR SHOCK SPRING,46-150-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A150S140B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-150-140,,,6114,FG-SPRING,PCS.
