GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM30-KIT-04-012,,HYD FORK UPGRADE KIT L.30,YAM\X-MAX 300 '17>,ECR001017 NEW PACKING+SPRING-G/CAP เพื่อ KBA.เท่านั้น,ประกอบ 2B48-180-00 (ADAPTER 26x18x17 )เข้ากับ SPACER PIPE ก่อน PACKING,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM30-KIT-08-001,,HYD FORK UPGRADE KIT,RE\500 '09-17,ECR001017 NEW PACKING+SPRING-G/CAP เพื่อ KBA.เท่านั้น,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM30-KIT-08-002,,HYD FORK UPGRADE KIT,RE\BULLET 500 '09-17,ECR001017 NEW PACKING+SPRING-G/CAP เพื่อ KBA.เท่านั้น,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM33-KIT-01-006,,HYD FORK UPGRADE KIT,HO\CBR 250R '11-16/CBR 300R 11-16,ECR001017 NEW PACKING+SPRING-G,PACKING + SPRING G / BOM-R1 SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM33-KIT-02-014,,HYD FORK UPGRADE KIT,KAW\KLX230'19>,SPRING -G FOR BOX SPRING NO.2 (ต้องหมัดแหนมเพราะ SPRINGยาวเกินกล่อง),,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM34-KIT-02-004,,HYD FORK UPGRADE KIT,KAW\W 800 '12>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM34-KIT-05-001,,HYD FORK UPGRADE KIT,HD\XL 1200 CUSTOM '08>/XL883N IRON '09-18,SPRING -G FOR BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM34-KIT-05-002,,HYD FORK UPGRADE KIT,HD\SPORTER ROADSTER 883 R '08-15,SPRING -G FOR BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM34-KIT-05-003,,HYD FORK UPGRADE KIT,FORK UPGRADE KIT FOR HD/STREET BOB'20>,,,6124,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-007,,HYD FORK UPGRADE KIT,HO\CB 500F '13-18,ECR001017 NEW PACKING+SPRING-G,PACKING + SPRING/BOM-R2 SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-008,,HYD FORK UPGRADE KIT,HO\CB 650F '14>,ECR001017 NEW PACKING+SPRING-G,PACKING+SPRING,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-010,,HYD FORK UPGRADE KIT,HO\CBR 500R '13-18,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-011,,HYD FORK UPGRADE KIT,HO\CB 500 X '13-18,ECR001017 NEW PACKING+SPRING-G,BOM-R2 SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-012,,HYD FORK UPGRADE KIT,HO\CBR 650F '14>,ECR001017 NEW PACKING+SPRING-G,BOM-R2 SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-013,,HYD FORK UPGRADE KIT,HO\NC 700 '14>,ECR001017 NEW PACKING+SPRING-G,BOM-R2 SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-014,,HYD FORK UPGRADE KIT,HO\NC 750 '15>,ECR001017 NEW PACKING+SPRING-G,BOM-R2 SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-015,,HYD FORK UPGRADE KIT,HO\REBEL 500 '17>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-025,,HYD FORK UPGRADE KIT,HO\REBEL 300 '17>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-027,,HYD FORK UPGRADE KIT,HO\CB 500F '19>/CBR 500 R '19>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-01-028,,HYD FORK UPGRADE KIT,HO\CB 500X '19>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-02-010,,HYD FORK UPGRADE KIT,KAW\NINJA 250 '18>/NINJA 400 '18>,ECR001017 NEW PACKING+SPRING-G,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-02-012,,HYD FORK UPGRADE KIT,KAW\Z 250 '19> / Z 400 '19>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM37-KIT-02-013,,CARTRIDGE HYD FORK UPGRADE KIT,KAW\VERSYS-X 300 '17-19,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-02-002,,HYD FORK UPGRADE KIT,KAW\ER -6N '12-16/NINJA 650 '12-16,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-02-003,,HYD FORK UPGRADE KIT,KAW\Z650 '17>/NINJA 650 '17>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-03-004,,HYD FORK UPGRADE KIT,SUZ\BURGMAN 650 '18>,SPRING-G+BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-04-003,,HYD FORK UPGRADE KIT,YAM\YZF R3 '15>/YZF R25 '14>/MT-03 '16>,ECR001017 NEW PACKING+SPRING-G,BOM-R1-NEW SET 4-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-04-008,,HYD FORK UPGRADE KIT,YAM\MT 07 '15>,ECR001017 NEW PACKING+SPRING-G/ECR001270 CHANGE BOM,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-04-015,,HYD FORK UPGRADE KIT,YAM\SCR 950 '17>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-04-017,,HYD FORK UPGRADE KIT,YAM\WR155 '20>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-001,,HYD FORK UPGRADE KIT,TRI\BONNEVILLE T100 '12-16,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-002,,HYD FORK UPGRADE KIT,TRI\STREET SCRAMBLER 900 '17>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-003,,HYD FORK UPGRADE KIT,TRI\SCRAMBLER 900 '12>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-004,,HYD FORK UPGRADE KIT,TRI\TRUXTON 900 '12>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-005,,HYD FORK UPGRADE KIT,TRI\BONNEVILLE T 100 '17>,ECR001017 NEW PACKING+SPRING-G,BOM-R2-NEW SET 04-10-17,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-006,,HYD FORK UPGRADE KIT,TRI\STREET TWIN 900 '16-17,ECR001017 NEW PACKING+SPRING-G,BOM OK 06-02-18,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-06-007,,HYD FORK UPGRADE KIT,TRI\BONNEVILLE BOBBER 1200 '16>,ECR001017 NEW PACKING+SPRING-G,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-08-003,,HYD FORK UPGRADE KIT,RE\HIMALAYAN 400 '18,SPRING-G+BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-08-004,,HYD FORK UPGRADE KIT,RE\INTERCEPTOR 650 '19>/CONTINENTAL GT 650 '19>,SPRING -G FOR BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM38-KIT-08-005,,HYD FORK UPGRADE KIT,RE\THUNDERBIRD 350X '18>/THUNDERBIRD 500X '18>,ไม่มี SPEC+DWG. NO BOM,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM39-KIT-03-003,,HYD FORK UPGRADE KIT,SUZ\DL 650 V-STROM '17>,SPRING -G FOR BOX SPRING NO.2,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM39-KIT-03-005,,HYD FORK UPGRADE KIT,SUZ\SV650 A1X '16-20>,,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM41-KIT-01-021,,HYD FORK UPGRADE KIT,HO\CBR 250RR '16>,NEW PACKING+SPRING-G,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,FORK UPGRADE KIT,FORK UPGRADE KIT,FORK UPGRADE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,Y-FCM47-KIT-10-001,,HYD FORK UPGRADE KIT,KTM\RC 390 '14>/DUKE 390 '13-16,ECR001017 NEW PACKING+SPRING-G,,6127,FG-CARTRID,SET
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-950RC-01,,OFF-ROAD CARTRIDGE KIT,YAM\YZF 250 '19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-950RC-02,,OFF-ROAD CARTRIDGE KIT,YAM\YZF 450 '19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-01,,OFF-ROAD CARTRIDGE KIT,HO\CRF 250 '19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-02,,OFF-ROAD CARTRIDGE KIT,KAW\KX250 F'19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-03,,OFF-ROAD CARTRIDGE KIT,KTM\SX250/SX250F '16-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-04,,OFF-ROAD CARTRIDGE KIT,HO\CRF 450 '19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-05,,OFF-ROAD CARTRIDGE KIT,KAW\KX450 F '19-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-06,,OFF-ROAD CARTRIDGE KIT,KTM\SX350 F\SX450F '16-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960RC-07,,OFF-ROAD CARTRIDGE KIT,KTM\SX125 '16-20,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960TRC-03,,OFF-ROAD CARTRIDGE KIT,KTM\SX250\SX250F'16-20HUS/TC250/FC250'17-20,ยกเลืก ECR001978 ตัด TRC ออกเป็น RC,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OFF-ROAD  CARTRIDGE,OFF-ROAD CARTRIDGE KIT,OFF-ROAD CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CC250-960TRC-04,,OFF-ROAD CARTRIDGE KIT,HO\CRF 450'19-20,ยกเลืก ECR001978 ตัด TRC ออกเป็น RC,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-610TRC-01,,HYD OPEN CARTRIDGE KIT,BEON\PRE-MOTO3/MOTO4 '19-20,ECR001961,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-650TRC-01,,HYD OPEN CARTRIDGE KIT,YAM\YZF-R15 '19>,ECR001784 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-680TRC-01,,HYD OPEN CARTRIDGE KIT,YAM\YZF R6 600 '08-16,SAMPLE COPY CO208-690TRC-01/ยกเลิกไปทำ CC308-685TRC-01-X,ยกเลิกไปทำ CC308-685TRC-01-X,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-680TRC-02,,HYD OPEN CARTRIDGE KIT,KTM\RC 390 '14-16,ECR001874 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-680TRC-03,,HYD OPEN CARTRIDGE KIT,YAM\T-MAX 530 '17>,ECR001874 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-690TRC-01,,HYD OPEN CARTRIDGE KIT,HO\CBR 250 RR '16>,ECR001874 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-690TRC-02,,HYD OPEN CARTRIDGE KIT,KAW\NINJA 250 SL '15-16,ไม่ทำ,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-705TRC-01,,HYD OPEN CARTRIDGE KIT,HO\CB650R ’19>/CBR650R ’19>,RD-142/20,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-705TRC-02,,HYD OPEN CARTRIDGE KIT HARDER SPRING,HO\CB650R’19>\CBR650R’19>,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-715TRC-01,,HYD OPEN CARTRIDGE KIT,YAM\YZF-R25 '19>/YZF-R3 '19>,ECR001874 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-715TRC-02,,HYD OPEN CARTRIDGE KIT,YAM\ MT07 '14>,RD-140/20,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-715TRC-03,,HYD OPEN CARTRIDGE KIT HARDER SPRING,YAM\ MT07 '14>,,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-720TRC-01,,HYD OPEN CARTRIDGE KIT,KAW\ZX25R '20>,RD-174/20/ECR002053 CHANGE K-SPRING,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-730TRC-01,,HYD OPEN CARTRIDGE KIT,YAM\YZF R3 300 '15-17/YZF R25 250 '14>,ECR001874 CHANGE ALL,,6124,FG-CARTRID,PAIR
 CARTRIDGE KIT,CARTRIDGE,HYDRAULIC,OPENED CARTRIDGE,OPEN CARTRIDGE KIT,OPEN CARTRIDGE KIT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,CO208-735TRC-01,,HYD OPEN CARTRIDGE KIT,KAW\VERSYS 650 '18>,RD-103/20,,6124,FG-CARTRID,PAIR
